name,Phone,Business.Description,address,website,latitude,longitude
Haagen-Dazs,(704) 979-3059,Ice Cream Parlors,8111 Concord Mills Blvd Concord NC 28027,https://www.haagendazs.us,35.37079546,-80.71721201
Haagen-Dazs,(980) 262-2463,Ice Cream Parlors,7408 Waverly Walk Ave Charlotte NC 28277,https://www.haagendazs.us,35.05153377,-80.76728327
Handel's Homemade Ice Cream,(919) 650-2131,Ice Cream Parlors,115 Parkside Valley Dr Morrisville NC 27560,https://www.handelsicecream.com,35.8394021,-78.8569921
Hawaiian Island Snow Balls,(252) 261-1666,Ice Cream Parlors,1190 Duck Rd Duck NC 27949,https://www.hawaiianislandsnowballs.com,36.16320644,-75.75282249
Hershey's Ice Cream,(919) 284-0272,Ice Cream Parlors,104 Hershey Dr Kenly NC 27542,https://www.hersheyicecream.com,35.58398269,-78.14950323
Hershey's Ice Cream,(336) 293-7214,Ice Cream Parlors,2434 Lewisville Clemmons Rd Clemmons NC 27012,https://www.hersheyicecream.com,36.03197064,-80.38330502
Hershey's Ice Cream,(704) 637-5160,Ice Cream Parlors,710 Corporate Cir Salisbury NC 28147,https://www.hersheyicecream.com,35.64396785,-80.492236
Hershey's Ice Cream,(910) 671-9860,Ice Cream Parlors,1790 E Elizabethtown Rd Lumberton NC 28358,https://www.hersheyicecream.com,34.62947741,-78.99677515
Hershey's Ice Cream,(828) 000-1111,Ice Cream Parlors,1738 Nc-119 Mebane NC 27302,https://www.hersheyicecream.com,36.0677289,-79.3001241
Hop Black Mountain,(828) 357-5461,Ice Cream Parlors,114 Cherry St Black Mountain NC 28711,https://www.hopicecreamnc.com,35.61699597,-82.32092932
Hop Ice Creamery,(828) 254-2224,Ice Cream Parlors,167 Haywood Rd Asheville NC 28806,https://www.hopicecreamnc.com,35.58036259,-82.57394982
Hopper's Poppers-Roxboro,(336) 647-4700,Ice Cream Parlors,234 N Madison Blvd Roxboro NC 27573,https://www.hopperspoppers.com,36.39247913,-78.98823996
Hwy 42 Cafe,(919) 359-9897,Ice Cream Parlors,36 Flowers Xroads Way # 102 Clayton NC 27527,https://www.hwy42cafe.com,35.65552492,-78.34826006
I Scream 4 Ice Cream,(704) 634-7888,Ice Cream Parlors,8845 Erbach Ln Mt Pleasant NC 28124,https://www.iscream4icecream.com,35.38583903,-80.42710716
Ice Breakers Snoballs,(910) 506-4300,Ice Cream Parlors,1793 S Main St Laurinburg NC 28352,https://www.icebreakersnoballs.com,34.7516144,-79.480664
Ice Cream Parlor,(910) 692-7273,Ice Cream Parlors,176 NW Broad St Southern Pines NC 28387,https://www.mooreeats.com,35.17464127,-79.39118804
Ice Cream Shop Paleteria Deya,(910) 333-0538,Ice Cream Parlors,224 Brynn Marr Rd Jacksonville NC 28546,www.icecreamdeya.com,34.74890877,-77.38165985
Inizio Pizza Napoletana,(980) 296-3131,Ice Cream Parlors,16627 Brkdl Cmns Pkwy # E1 Huntersville NC 28078,https://www.iniziopizza.com,35.442279,-80.882324
Island Snowball Co,(252) 255-1598,Ice Cream Parlors,5000 S Croatan Hwy Nags Head NC 27959,https://www.islandsnowballco.com,35.9384976,-75.6171168
Jack the Dipper,(828) 595-9886,Ice Cream Parlors,5591 Hendersonville Rd Fletcher NC 28732,https://www.jackthedipper.com,35.4106646,-82.51240456
Jack the Dipper,(828) 586-9441,Ice Cream Parlors,280 Asheville Hwy # 4 Sylva NC 28779,https://www.jackthedipper.com,35.37844999,-83.2108918
Jack the Dipper Ice Cream,(828) 000-1111,Ice Cream Parlors,1024 Georgia Rd Franklin NC 28734,https://www.jackthedipper.com,35.07800765,-83.38600851
Jack the Dipper Ice Cream,(828) 246-9766,Ice Cream Parlors,76 Waynesville Plz Waynesville NC 28786,https://www.jackthedipper.com,35.50045865,-82.98546901
Jeni's Splendid Ice Creams,(980) 237-4599,Ice Cream Parlors,4203 Park Rd Charlotte NC 28209,https://www.jenis.com,35.17428149,-80.85106651
Jeni's Splendid Ice Creams,(980) 299-2946,Ice Cream Parlors,1920 Camden Rd Charlotte NC 28203,https://www.jenis.com,35.21137112,-80.85990053
Jeni's Splendid Ice Creams,(980) 272-6518,Ice Cream Parlors,416 E 36th St # 400 Charlotte NC 28205,https://www.jenis.com,35.24863993,-80.80554336
Jeni's Splendid Ice Creams,(704) 702-6016,Ice Cream Parlors,9828 Rea Rd Charlotte NC 28277,https://www.jenis.com,35.03443623,-80.80505617
Jeni's Splendid Ice Creams,(984) 259-1397,Ice Cream Parlors,908 W Main St Durham NC 27701,https://www.jenis.com,36.000152,-78.90933959
Jeremiah's Italian Ice,(704) 209-9700,Ice Cream Parlors,3501 Matthews Mint Hill Rd Matthews NC 28105,www.jeremiahsice.com,35.13752715,-80.683329
Jeremiah's Italian Ice,(828) 505-4400,Ice Cream Parlors,705 Merrimon Ave Asheville NC 28804,www.jeremiahsice.com,35.62281593,-82.55455387
Jeremiah's Italian Ice,(919) 608-8873,Ice Cream Parlors,3600 Rogers Branch Rd Wake Forest NC 27587,www.jeremiahsice.com,35.9444757,-78.50239385
Jeremiah's Italian Ice,(704) 781-5485,Ice Cream Parlors,146 James Ave Locust NC 28097,www.jeremiahsice.com,35.25386039,-80.45297799
Jeremiah's Italian Ice,(704) 677-7773,Ice Cream Parlors,112 Argus Ln # D Mooresville NC 28117,www.jeremiahsice.com,35.60177742,-80.89450683
Jeremiah's Italian Ice,(910) 399-2922,Ice Cream Parlors,3852 Carolina Beach Rd # 100 Wilmington NC 28412,www.jeremiahsice.com,34.17675625,-77.92597613
Jeremiah's Italian Ice,(704) 910-3414,Ice Cream Parlors,3842 Corning Pl # C Charlotte NC 28216,www.jeremiahsice.com,35.3262962,-80.94297
Jeremiah's Italian Ice,(704) 910-3414,Ice Cream Parlors,3842 Corning Pl # C Charlotte NC 28216,www.jeremiahsice.com,35.3262962,-80.94297
Jj's Sweets & Eats,(704) 825-5106,Ice Cream Parlors,7015 Wilkinson Blvd Belmont NC 28012,https://www.dairyqueen.com,35.24940829,-81.02210933
Kill Devil's Frozen Custard,(252) 441-5900,Ice Cream Parlors,1002 S Croatan Hwy Kill Devil Hills NC 27948,https://www.killdevilscustard.com,36.00654772,-75.65675218
Kim's Frozen Yogurt,(919) 537-8229,Ice Cream Parlors,1129 Weaver Dairy Rd Chapel Hill NC 27514,https://www.kimswhitetiger.com,35.96384434,-79.05392171
Koolie's Coffee & Creamery,(336) 644-7171,Ice Cream Parlors,5820 N Church St # A Greensboro NC 27455,https://www.kooliesfrozentreats.com,36.21533722,-79.78765557
Leezys Ice Cream,(252) 261-4001,Ice Cream Parlors,1187 Duck Rd Kitty Hawk NC 27949,www.weezysicecream.com,36.16246673,-75.75264238
Lindy's Homemade,(704) 391-7994,Ice Cream Parlors,920 Black Satchel Rd Charlotte NC 28216,https://www.lindysitalianice.com,35.28225418,-80.8802084
Lumpy's Ice Cream,(919) 878-7700,Ice Cream Parlors,306 Wait Ave Wake Forest NC 27587,https://www.lumpysicecream.com,35.97837718,-78.50818925
Mad Hatters Ice Cream Shop,(252) 574-6623,Ice Cream Parlors,1405 Hope Mills Rd Fayetteville NC 28304,https://www.themadhattersicecream.com,35.02547558,-78.96108542
Marble Slab Creamery,(828) 225-5579,Ice Cream Parlors,14 Biltmore Ave Asheville NC 28801,https://www.marbleslab.com,35.59397789,-82.55133606
Marble Slab Creamery,(704) 544-3345,Ice Cream Parlors,7800 Rea Rd # C Charlotte NC 28277,https://www.marbleslab.com,35.06115138,-80.81370781
Mixx Ice Cream,(919) 544-6249,Ice Cream Parlors,8531 Brier Creek Pkwy # 115 Raleigh NC 27617,https://www.mixxicecream.com,35.90663918,-78.78579734
Morelia Gourmet Paletas,(980) 785-4148,Ice Cream Parlors,16940 Brkdl Cmns Pkwy # A Huntersville NC 28078,https://www.paletasmorelia.com,35.445963,-80.878802
Ninety's Ice Cream-Sandwiches,(704) 547-1856,Ice Cream Parlors,9009 J M Keynes Dr Charlotte NC 28262,https://www.ninetysicecream.com,35.31139893,-80.74760099
Oki Scoop Shop & Donuts,(910) 250-1321,Ice Cream Parlors,4922 E Oak Island Dr Oak Island NC 28465,https://www.okiscoopshop.com,33.91284816,-78.11348116
Old Fashioned Ice Cream,(919) 351-0505,Ice Cream Parlors,124 N Raiford St Selma NC 27576,https://www.johnstoncountync.org,35.5359835,-78.28323208
Olde Towne Creamery,(252) 305-8060,Ice Cream Parlors,500 N Main Hwy Manteo NC 27954,www.oldetownecreamery.com,36.394134,-76.933566
Papa Robb's Paradise Ice,(704) 652-7272,Ice Cream Parlors,3700 Poplar Tent Rd Concord NC 28027,www.paparobbs.com,35.4131903,-80.63926548
Parlour,(919) 564-7999,Ice Cream Parlors,117 Market St Durham NC 27701,https://www.theparlour.co,35.99659672,-78.90222012
Peaches & Cream,(704) 694-2522,Ice Cream Parlors,2735 US Highway 74 E Wadesboro NC 28170,https://www.peachesandcreamnc.com,34.963695,-80.03088747
Pelican's Snoballs,(828) 237-1516,Ice Cream Parlors,430 N Main St Mooresville NC 28115,https://www.pelicanssnoballs.com,35.5862584,-80.80688058
Pelican's Snoballs,(919) 618-2300,Ice Cream Parlors,703 N Main St Wake Forest NC 27587,https://www.pelicanssnoballs.com,35.98917656,-78.5053669
Pelican's Snoballs,(704) 751-9008,Ice Cream Parlors,114 S Post Rd Shelby NC 28152,https://www.pelicanssnoballs.com,35.28318852,-81.49202141
Pelican's Snoballs,(336) 414-0912,Ice Cream Parlors,112 W Jackson Blvd Erwin NC 28339,https://www.pelicanssnoballs.com,35.33833621,-78.67694959
Pelican's Snoballs,(919) 641-9073,Ice Cream Parlors,1147 St Marks Church Rd # A Burlington NC 27215,https://www.pelicanssnoballs.com,36.0798208,-79.51379375
Pelican's Snoballs,(252) 236-5770,Ice Cream Parlors,4011 Nash St NW Wilson NC 27896,https://www.pelicanssnoballs.com,35.77316582,-77.94277651
Pelican's Snoballs,(919) 937-3971,Ice Cream Parlors,1605 Neal Hawkins Rd Gastonia NC 28056,https://www.pelicanssnoballs.com,35.21732271,-81.16923293
Pelican's Snoballs,(704) 615-4803,Ice Cream Parlors,5639 Statesville Rd Charlotte NC 28269,https://www.pelicanssnoballs.com,35.29667259,-80.83983261
Pelican's Snoballs,(704) 477-3402,Ice Cream Parlors,1918 N Main Ave Newton NC 28658,https://www.pelicanssnoballs.com,35.68138283,-81.21850166
Pelican's Snoballs,(910) 975-1839,Ice Cream Parlors,111 Montgomery Xing Biscoe NC 27209,https://www.pelicanssnoballs.com,35.35877479,-79.79726433
Pelican's Snoballs,(214) 923-6395,Ice Cream Parlors,122 S Front St Wilmington NC 28401,https://www.pelicanssnoballs.com,34.2334018,-77.94856065
Pelican's Snoballs,(704) 966-9344,Ice Cream Parlors,2224 Hartman St Lincolnton NC 28092,https://www.pelicanssnoballs.com,35.48048713,-81.20784136
Pelican's Snoballs,(919) 614-0293,Ice Cream Parlors,9180 Cleveland Rd Clayton NC 27520,https://www.pelicanssnoballs.com,35.56819108,-78.53185878
Pelican's Snoballs,(704) 000-1111,Ice Cream Parlors,4909 Highway 49 S Harrisburg NC 28075,https://www.pelicanssnoballs.com,35.32133242,-80.6574033
Pelican's Snoballs,(980) 722-3003,Ice Cream Parlors,3000 S Cannon Blvd Kannapolis NC 28083,https://www.pelicanssnoballs.com,35.45231331,-80.60962346
Pelican's Snoballs,(704) 675-2918,Ice Cream Parlors,1000 Shelby Rd Kings Mountain NC 28086,https://www.pelicanssnoballs.com,35.23959609,-81.36335544
Pelican's Snoballs,(704) 920-9696,Ice Cream Parlors,120 E Sunset Dr Monroe NC 28112,https://www.pelicanssnoballs.com,34.97256455,-80.54851845
Pelican's Snoballs,(704) 254-5556,Ice Cream Parlors,20832 Catawba Ave Cornelius NC 28031,https://www.pelicanssnoballs.com,35.4838955,-80.86796608
Pelican's Snoballs,(704) 966-9344,Ice Cream Parlors,6037 W Wilkinson Blvd Belmont NC 28012,https://www.pelicanssnoballs.com,35.2495229,-81.05734863
Pelican's Snoballs,(252) 000-1111,Ice Cream Parlors,1122 Greenville Blvd SW Greenville NC 27834,https://www.pelicanssnoballs.com,35.57257915,-77.41152443
Pelican's Snoballs,(704) 798-9989,Ice Cream Parlors,929 Main St North Wilkesboro NC 28659,https://www.pelicanssnoballs.com,36.15925229,-81.14678877
Pelican's Snoballs,(214) 923-6395,Ice Cream Parlors,122 S Front St Wilmington NC 28401,https://www.pelicanssnoballs.com,34.2334018,-77.94856065
Pelican's Snoballs,(704) 966-9344,Ice Cream Parlors,2224 Hartman St Lincolnton NC 28092,https://www.pelicanssnoballs.com,35.48048713,-81.20784136
Pelican's Snoballs,(919) 614-0293,Ice Cream Parlors,9180 Cleveland Rd Clayton NC 27520,https://www.pelicanssnoballs.com,35.56819108,-78.53185878
Pelican's Snoballs,(704) 000-1111,Ice Cream Parlors,4909 Highway 49 S Harrisburg NC 28075,https://www.pelicanssnoballs.com,35.32133242,-80.6574033
Pelican's Snoballs,(980) 722-3003,Ice Cream Parlors,3000 S Cannon Blvd Kannapolis NC 28083,https://www.pelicanssnoballs.com,35.45231331,-80.60962346
Pelican's Snoballs,(704) 675-2918,Ice Cream Parlors,1000 Shelby Rd Kings Mountain NC 28086,https://www.pelicanssnoballs.com,35.23959609,-81.36335544
Pelican's Snoballs,(704) 920-9696,Ice Cream Parlors,120 E Sunset Dr Monroe NC 28112,https://www.pelicanssnoballs.com,34.97256455,-80.54851845
Pelican's Snoballs,(704) 254-5556,Ice Cream Parlors,20832 Catawba Ave Cornelius NC 28031,https://www.pelicanssnoballs.com,35.4838955,-80.86796608
Pelican's Snoballs,(704) 966-9344,Ice Cream Parlors,6037 W Wilkinson Blvd Belmont NC 28012,https://www.pelicanssnoballs.com,35.2495229,-81.05734863
Pelican's Snoballs,(252) 955-9758,Ice Cream Parlors,1004 Big Oak Ct Knightdale NC 27545,https://www.pelicanssnoballs.com,35.79468674,-78.51136797
Pelican's Snoballs,(919) 937-3971,Ice Cream Parlors,7833 South Blvd Charlotte NC 28273,https://www.pelicanssnoballs.com,35.12861538,-80.87636277
Pelican's Snoballs,(828) 559-0833,Ice Cream Parlors,174 US 70 W Marion NC 28752,https://www.pelicanssnoballs.com,35.7045097,-82.03581124
Pelican's Snoballs,(828) 417-7776,Ice Cream Parlors,2601 Sweeten Creek Rd Asheville NC 28803,https://www.pelicanssnoballs.com,35.5121697,-82.51959462
Pelican's Snoballs,(252) 329-2017,Ice Cream Parlors,4601 E 10th St Greenville NC 27858,https://www.pelicanssnoballs.com,35.5811732,-77.3042854
Pelican's Snoballs,(980) 349-6145,Ice Cream Parlors,318 E South Main St Waxhaw NC 28173,https://www.pelicanssnoballs.com,34.92484653,-80.74161679
Pelican's Snoballs,(919) 271-6771,Ice Cream Parlors,441 W Williams St Apex NC 27502,https://www.pelicanssnoballs.com,35.7302106,-78.85944889
Pelican's Snoballs,(910) 333-6416,Ice Cream Parlors,2074 Highway 172 Sneads Ferry NC 28460,https://www.pelicanssnoballs.com,34.55069949,-77.42514438
Pelican's Snoballs,(980) 448-1759,Ice Cream Parlors,1200 N Davidson St Charlotte NC 28206,https://www.pelicanssnoballs.com,35.23227879,-80.82475328
Pelican's Snoballs,(910) 333-6416,Ice Cream Parlors,200 S Marine Blvd Jacksonville NC 28540,https://www.pelicanssnoballs.com,34.75188796,-77.43969553
Pelican's Snoballs,(828) 569-2179,Ice Cream Parlors,810 US Highway 321 NW Hickory NC 28601,https://www.pelicanssnoballs.com,35.74239069,-81.36582998
Pelican's Snoballs,(828) 572-1656,Ice Cream Parlors,520 Realty St SW Lenoir NC 28645,https://www.pelicanssnoballs.com,35.9040968,-81.54369023
Pelican's Snoballs,(704) 425-2245,Ice Cream Parlors,5425 University Pkwy Winston Salem NC 27105,https://www.pelicanssnoballs.com,36.17019937,-80.2771502
Pelican's Snoballs,(336) 669-8107,Ice Cream Parlors,601 Sheffield Dr Siler City NC 27344,https://www.pelicanssnoballs.com,35.72788352,-79.45680615
Pelican's Snoballs,(336) 254-3368,Ice Cream Parlors,1102 S Horner Blvd Sanford NC 27330,https://www.pelicanssnoballs.com,35.47002953,-79.16688588
Pelican's Snoballs,(704) 798-9989,Ice Cream Parlors,929 Main St North Wilkesboro NC 28659,https://www.pelicanssnoballs.com,36.15925229,-81.14678877
Percantile & Creamery,(980) 299-6969,Ice Cream Parlors,8635 Concord Mills Blvd Concord NC 28027,https://www.thepercantileandcreamery.com,35.37433429,-80.7269927
Piggy's & Harry's,(828) 692-1995,Ice Cream Parlors,102 Duncan Hill Rd Hendersonville NC 28792,www.harrysandpiggys.com,35.33082239,-82.44944557
Popbar,(980) 237-9750,Ice Cream Parlors,3123 N Davidson St # 102B Charlotte NC 28205,https://www.pop-bar.com,35.2468457,-80.80614549
Popbar,(704) 688-1618,Ice Cream Parlors,8111 Concord Mls Blvd # 661 Concord NC 28027,https://www.pop-bar.com,35.37079546,-80.71721201
Popbar,(980) 237-9750,Ice Cream Parlors,270 Camp Rd # 105 Charlotte NC 28206,https://www.pop-bar.com,35.2462831,-80.8332824
Rita's Italian Ice-Frozen,(704) 910-6100,Ice Cream Parlors,1806 Rozzelles Ferry Rd Charlotte NC 28208,https://www.ritasice.com,35.24184199,-80.85879549
Rita's Italian Ice-Frozen,(704) 000-1111,Ice Cream Parlors,14523 Carowinds Blvd Charlotte NC 28273,https://www.ritasice.com,35.10066165,-80.94953477
Rita's Italian Ice-Frozen,(828) 505-7990,Ice Cream Parlors,5 Regent Park Blvd # 108 Asheville NC 28806,https://www.ritasice.com,35.58899235,-82.58195779
Rita's Italian Ice-Frozen,(704) 971-5319,Ice Cream Parlors,2015 E Arbors Dr # 260 Charlotte NC 28262,https://www.ritasice.com,35.33692938,-80.75590429
Rita's Italian Ice-Frozen,(910) 219-1300,Ice Cream Parlors,345 Western Blvd # D Jacksonville NC 28546,https://www.ritasice.com,34.76615869,-77.38376723
Rita's Italian Ice-Frozen,(704) 542-2258,Ice Cream Parlors,16631 Lancaster Hwy # 106 Charlotte NC 28277,https://www.ritasice.com,35.02304905,-80.8489724
Scoop Local,(919) 213-1769,Ice Cream Parlors,900 W Main St Durham NC 27701,www.scooplocaldurham.weebly.com,36.00010919,-78.90927018
Scoops,(910) 663-9146,Ice Cream Parlors,795 US Highway 117 S Burgaw NC 28425,https://www.scoopsnc.com,34.541652,-77.909202
Scrollicious,(910) 420-8036,Ice Cream Parlors,211 Central Park Ave # G Pinehurst NC 28374,https://www.scrollicious.com,35.20495084,-79.4822905
Simons Says Dip This,(984) 888-5070,Ice Cream Parlors,117 W Parrish St Durham NC 27701,https://www.simonssaysdipthis.com,35.99572563,-78.90061607
Simply Natural Creamery,(252) 222-4711,Ice Cream Parlors,4950 Arendell St # H Morehead City NC 28557,https://www.simplynaturalcreamery.com,34.73447916,-76.78990549
Smitty's Homemade Ice Cream,(336) 350-9946,Ice Cream Parlors,300 N Main St Graham NC 27253,https://www.smittyshomemadeicecream.com,36.0722758,-79.40037125
Smitty's Homemade Ice Cream,(336) 270-3800,Ice Cream Parlors,130 N Williamson Ave Elon NC 27244,https://www.smittyshomemadeicecream.com,36.10103924,-79.50670936
Smitty's Homemade Ice Cream,(336) 524-6998,Ice Cream Parlors,107 E Front St Burlington NC 27215,https://www.smittyshomemadeicecream.com,36.09367287,-79.43667326
Southern Snow Co,(919) 906-1372,Ice Cream Parlors,935 College St Oxford NC 27565,https://www.southernsnowcompany.com,36.32315527,-78.59507761
Spanky's Homemade Ice Cream-Dl,(704) 638-0780,Ice Cream Parlors,101 N Main St Salisbury NC 28144,www.spankys-ice-cream.poi.place,35.66738759,-80.46979262
Spot,(252) 715-4033,Ice Cream Parlors,2805 S Croatan Hwy Nags Head NC 27959,https://www.thespotobx.com,35.98022401,-75.64205115
Spot,(252) 515-5224,Ice Cream Parlors,3700 N Croatan Hwy Kitty Hawk NC 27949,https://www.thespotobx.com,36.05871592,-75.68862206
Stellar Scoops,(910) 898-2025,Ice Cream Parlors,305 SW Branson Cir Robbins NC 27325,https://www.stellarscoops.com,35.43346392,-79.58825648
Sugar Grinders Creamery-Bakery,(919) 494-2995,Ice Cream Parlors,2 S Main St Franklinton NC 27525,https://www.sugargrinders.net,36.10432516,-78.45631302
Sugar Koi,(919) 757-2399,Ice Cream Parlors,116 Kilmayne Dr Cary NC 27511,https://www.sugarkoi.com,35.76949667,-78.78332019
Sunni Sky's Homemade Ice Cream,(919) 427-7118,Ice Cream Parlors,8617 Nc 55 S Angier NC 27501,https://www.sunniskys.com,35.53114174,-78.74467834
Sunset Slush Classic Italian,(336) 848-2513,Ice Cream Parlors,144 Westchester Dr # 104 High Point NC 27262,https://www.sunsetslush.com,35.98280622,-80.02502073
Sunset Slush-Classic Italian,(910) 575-2020,Ice Cream Parlors,6848 Beach Dr SW Ocean Isle Beach NC 28469,https://www.sunsetslush.com,33.89948003,-78.46644004
Sunshine Sammies,(828) 505-2852,Ice Cream Parlors,99 S Lexington Ave # 303 Asheville NC 28801,https://www.sunshinesammies.com,35.59161184,-82.55188421
Swirl,(704) 258-1209,Ice Cream Parlors,1640 Oakhurst Commons Dr # 103 Charlotte NC 28205,https://www.swirlclt.com,35.19381511,-80.78041319
TCBY,(704) 847-0444,Ice Cream Parlors,3116 Weddington Rd # 700 Matthews NC 28105,https://www.tcby.com,35.0827743,-80.73122556
TCBY,(704) 853-2493,Ice Cream Parlors,3284 Union Rd Gastonia NC 28056,https://www.tcby.com,35.20700368,-81.16420318
TCBY,(704) 583-6199,Ice Cream Parlors,14318 Rivergate Pkwy Charlotte NC 28273,https://www.tcby.com,35.10163332,-80.98225885
TCBY,(704) 684-5527,Ice Cream Parlors,6312 Weddington Monroe Rd Wesley Chapel NC 28104,https://www.tcby.com,35.00113046,-80.69798062
TCBY,(910) 229-2446,Ice Cream Parlors,400 Westwood Shopping Ctr Fayetteville NC 28314,https://www.tcby.com,35.06698072,-78.95302585
TCBY,(910) 794-5663,Ice Cream Parlors,3804 Oleander Dr # 200 Wilmington NC 28403,https://www.tcby.com,34.21460331,-77.90144134
TCBY,(704) 900-5483,Ice Cream Parlors,11025 Carolina Place Pkwy Pineville NC 28134,https://www.tcby.com,35.0827482,-80.87961814
TCBY,(704) 341-2002,Ice Cream Parlors,9864 Rea Rd # C Charlotte NC 28277,https://www.tcby.com,35.03387724,-80.80521573
TCBY,(704) 522-7223,Ice Cream Parlors,2823 Selwyn Ave # J Charlotte NC 28209,https://www.tcby.com,35.17452839,-80.83962641
TCBY,(980) 236-8844,Ice Cream Parlors,1247 East Blvd # 240 Charlotte NC 28203,https://www.tcby.com,35.20237159,-80.84513369
TCBY,(704) 341-2000,Ice Cream Parlors,7731 Colony Rd # F1 Charlotte NC 28226,https://www.tcby.com,35.10737241,-80.80803781
TCBY,(828) 754-9685,Ice Cream Parlors,208 Morganton Blvd SW Lenoir NC 28645,https://www.tcby.com,35.91331488,-81.528008
TCBY,(704) 947-9700,Ice Cream Parlors,9334 Rose Commons Dr Huntersville NC 28078,https://www.tcby.com,35.4081727,-80.8642068
TCBY,(704) 359-4995,Ice Cream Parlors,5501 Jsh Brmnghm Pkwy # 16 Charlotte NC 28208,https://www.tcby.com,35.171894,-80.889941
TCBY,(704) 987-2262,Ice Cream Parlors,16916 Brkdl Cmns Pkwy # A Huntersville NC 28078,https://www.tcby.com,35.4387753,-80.8869337
Tony's Ice Cream Co,(704) 867-7085,Ice Cream Parlors,604 E Franklin Blvd Gastonia NC 28054,https://www.tonysicecream.com,35.2622186,-81.1732327
Two Chicks Sandwiches & Scoops,(704) 560-9711,Ice Cream Parlors,102 S Main St Belmont NC 28012,https://www.sandwichesandscoops.com,35.24081981,-81.03841972
Two Roosters Ice Cream,(919) 229-0491,Ice Cream Parlors,215 E Franklin St Raleigh NC 27604,https://www.tworoosters.com,35.79016515,-78.63558741
Udderly Delicious Ice Cream,(828) 465-1070,Ice Cream Parlors,1006 Conover Blvd W Conover NC 28613,http://www.udderlydelicious.com,35.7026849,-81.19866064
Ultimate Ice Cream Co,(828) 505-8048,Ice Cream Parlors,171 New Haw Creek Rd Asheville NC 28805,https://www.ultimateicecreamavl.com,35.58734077,-82.51740031
Ultimate Ice Cream Co,(828) 258-1515,Ice Cream Parlors,197 Charlotte St Asheville NC 28801,https://www.ultimateicecreamavl.com,35.60639839,-82.54626327
Ultimate Ice Cream Co,(828) 296-1234,Ice Cream Parlors,1070 Tunnel Rd Asheville NC 28805,https://www.ultimateicecreamavl.com,35.58743478,-82.49150364
Urban Sweets,(704) 412-1291,Ice Cream Parlors,222 West Blvd # S114 Charlotte NC 28203,https://www.urbansweetsco.com,35.21344531,-80.86053245
Whit's Frozen Custard,(704) 992-9750,Ice Cream Parlors,10410 Arahova Dr Huntersville NC 28078,https://www.whitscustard.com,35.41405516,-80.8560255
Whit's Frozen Custard,(919) 245-8123,Ice Cream Parlors,240 S Nash St Hillsborough NC 27278,https://www.whitscustard.com,36.07237697,-79.11106575
Whit's Frozen Custard,(828) 505-1771,Ice Cream Parlors,565 Merrimon Ave Asheville NC 28804,https://www.whitsasheville.com,35.61824826,-82.55411035
Whit's Frozen Custard,(828) 595-2118,Ice Cream Parlors,614 Spartanburg Hwy Hendersonville NC 28792,https://www.whitscustard.com,35.3072031,-82.45654649
Whit's Frozen Custard,(336) 497-5485,Ice Cream Parlors,508 E Mountain St # E Kernersville NC 27284,https://www.whitscustard.com,36.11657233,-80.06651944
Whit's Frozen Custard,(336) 438-1860,Ice Cream Parlors,21 SE Court Sq Graham NC 27253,https://www.whitscustard.com,36.0692771,-79.40004349
Yo Bre'z Frozen Dessert Bar,(910) 939-2022,Ice Cream Parlors,715 Gum Branch Rd # 6 Jacksonville NC 28540,https://www.yobrezfrozendessert.com,34.76945797,-77.40712413
Yoforia,(704) 688-1003,Ice Cream Parlors,210 E Trade St Charlotte NC 28202,https://www.yoforia.com,35.22607972,-80.84187745
